query-id	corpus-id	score
538	doc2551	1
538	doc3544	1
539	doc539	1
539	doc2552	1
539	doc3545	1
540	doc540	1
540	doc2553	1
540	doc3546	1
541	doc541	1
541	doc2554	1
541	doc3547	1
542	doc542	1
542	doc2555	1
542	doc3548	1
543	doc543	1
543	doc2556	1
543	doc3549	1
544	doc544	1
544	doc2557	1
544	doc3550	1
545	doc545	1
545	doc2558	1
545	doc3551	1
546	doc546	1
546	doc2559	1
546	doc3552	1
547	doc547	1
547	doc2560	1
547	doc3553	1
548	doc548	1
548	doc2561	1
548	doc3554	1
549	doc549	1
549	doc2562	1
549	doc3555	1
550	doc550	1
550	doc2563	1
550	doc3556	1
551	doc551	1
551	doc2564	1
551	doc3557	1
552	doc552	1
552	doc2565	1
552	doc3558	1
553	doc553	1
553	doc2566	1
553	doc3559	1
554	doc554	1
554	doc2567	1
554	doc3560	1
555	doc555	1
555	doc2568	1
555	doc3561	1
556	doc556	1
556	doc2569	1
556	doc3562	1
557	doc557	1
557	doc2570	1
557	doc3563	1
558	doc558	1
558	doc2571	1
558	doc3564	1
559	doc559	1
559	doc2572	1
559	doc3565	1
560	doc560	1
560	doc2573	1
560	doc3566	1
561	doc561	1
561	doc2574	1
561	doc3567	1
562	doc562	1
562	doc2575	1
562	doc3568	1
563	doc563	1
563	doc2576	1
563	doc3569	1
564	doc564	1
564	doc2577	1
564	doc3570	1
565	doc565	1
565	doc2578	1
565	doc3571	1
566	doc566	1
566	doc2579	1
566	doc3572	1
567	doc567	1
567	doc2580	1
567	doc3573	1
568	doc568	1
568	doc2581	1
568	doc3574	1
569	doc569	1
569	doc2582	1
569	doc3575	1
570	doc570	1
570	doc2583	1
570	doc3576	1
571	doc571	1
571	doc2584	1
571	doc3577	1
572	doc572	1
572	doc2585	1
572	doc3578	1
573	doc573	1
573	doc2586	1
573	doc3579	1
574	doc574	1
574	doc2587	1
574	doc3580	1
575	doc575	1
575	doc2588	1
575	doc3581	1
576	doc576	1
576	doc2589	1
576	doc3582	1
577	doc577	1
577	doc2590	1
577	doc3583	1
578	doc578	1
578	doc2591	1
578	doc3584	1
579	doc579	1
579	doc2592	1
579	doc3585	1
580	doc580	1
580	doc2593	1
580	doc3586	1
581	doc581	1
581	doc2594	1
581	doc3587	1
582	doc582	1
582	doc2595	1
582	doc3588	1
583	doc583	1
583	doc2596	1
583	doc3589	1
584	doc584	1
584	doc2597	1
584	doc3590	1
585	doc585	1
585	doc2598	1
585	doc3591	1
586	doc586	1
586	doc2599	1
586	doc3592	1
587	doc587	1
587	doc2600	1
587	doc3593	1
588	doc588	1
588	doc2601	1
588	doc3594	1
589	doc589	1
589	doc2602	1
589	doc3595	1
590	doc590	1
590	doc2603	1
590	doc3596	1
591	doc591	1
591	doc2604	1
591	doc3597	1
592	doc592	1
592	doc2605	1
592	doc3598	1
593	doc593	1
593	doc2606	1
593	doc3599	1
594	doc594	1
594	doc2607	1
594	doc3600	1
595	doc595	1
595	doc2608	1
595	doc3601	1
596	doc596	1
596	doc2609	1
596	doc3602	1
597	doc597	1
597	doc2610	1
597	doc3603	1
598	doc598	1
598	doc2611	1
598	doc3604	1
599	doc599	1
599	doc2612	1
599	doc3605	1
600	doc600	1
600	doc2613	1
600	doc3606	1
601	doc601	1
601	doc2614	1
601	doc3607	1
602	doc602	1
602	doc2615	1
602	doc3608	1
603	doc603	1
603	doc2616	1
603	doc3609	1
604	doc604	1
604	doc2617	1
604	doc3610	1
605	doc605	1
605	doc2618	1
605	doc3611	1
606	doc606	1
606	doc2619	1
606	doc3612	1
607	doc607	1
607	doc2620	1
607	doc3613	1
608	doc608	1
608	doc2621	1
608	doc3614	1
609	doc609	1
609	doc2622	1
609	doc3615	1
610	doc610	1
610	doc2623	1
610	doc3616	1
611	doc611	1
611	doc2624	1
611	doc3617	1
612	doc612	1
612	doc2625	1
612	doc3618	1
613	doc613	1
613	doc2626	1
613	doc3619	1
614	doc614	1
614	doc2627	1
614	doc3620	1
615	doc615	1
615	doc2628	1
615	doc3621	1
616	doc616	1
616	doc2629	1
616	doc3622	1
617	doc617	1
617	doc2630	1
617	doc3623	1
618	doc618	1
618	doc2631	1
618	doc3624	1
619	doc619	1
619	doc2632	1
619	doc3625	1
620	doc620	1
620	doc2633	1
620	doc3626	1
621	doc621	1
621	doc2634	1
621	doc3627	1
622	doc622	1
622	doc2635	1
622	doc3628	1
623	doc623	1
623	doc2636	1
623	doc3629	1
624	doc624	1
624	doc2637	1
624	doc3630	1
625	doc625	1
625	doc2638	1
625	doc3631	1
626	doc626	1
626	doc2639	1
626	doc3632	1
627	doc627	1
627	doc2640	1
627	doc3633	1
628	doc628	1
628	doc2641	1
628	doc3634	1
629	doc629	1
629	doc2642	1
629	doc3635	1
630	doc630	1
630	doc2643	1
630	doc3636	1
631	doc631	1
631	doc2644	1
631	doc3637	1
632	doc632	1
632	doc2645	1
632	doc3638	1
633	doc633	1
633	doc2646	1
633	doc3639	1
634	doc634	1
634	doc2647	1
634	doc3640	1
635	doc635	1
635	doc2648	1
635	doc3641	1
636	doc636	1
636	doc2649	1
636	doc3642	1
637	doc637	1
637	doc2650	1
637	doc3643	1
638	doc638	1
638	doc2651	1
638	doc3644	1
639	doc639	1
639	doc2652	1
639	doc3645	1
640	doc640	1
640	doc2653	1
640	doc3646	1
641	doc641	1
641	doc2654	1
641	doc3647	1
642	doc642	1
642	doc2655	1
642	doc3648	1
643	doc643	1
643	doc2656	1
643	doc3649	1
644	doc644	1
644	doc2657	1
644	doc3650	1
645	doc645	1
645	doc2658	1
645	doc3651	1
646	doc646	1
646	doc2659	1
646	doc3652	1
647	doc647	1
647	doc2660	1
647	doc3653	1
648	doc648	1
648	doc2661	1
648	doc3654	1
649	doc649	1
649	doc2662	1
649	doc3655	1
650	doc650	1
650	doc2663	1
650	doc3656	1
651	doc651	1
651	doc2664	1
651	doc3657	1
652	doc652	1
652	doc2665	1
652	doc3658	1
653	doc653	1
653	doc2666	1
653	doc3659	1
654	doc654	1
654	doc2667	1
654	doc3660	1
655	doc655	1
655	doc2668	1
655	doc3661	1
656	doc656	1
656	doc2669	1
656	doc3662	1
657	doc657	1
657	doc2670	1
657	doc3663	1
658	doc658	1
658	doc2671	1
658	doc3664	1
659	doc659	1
659	doc2672	1
659	doc3665	1
660	doc660	1
660	doc2673	1
660	doc3666	1
661	doc661	1
661	doc2674	1
661	doc3667	1
662	doc662	1
662	doc2675	1
662	doc3668	1
663	doc663	1
663	doc2676	1
663	doc3669	1
664	doc664	1
664	doc2677	1
664	doc3670	1
665	doc665	1
665	doc2678	1
665	doc3671	1
666	doc666	1
666	doc2679	1
666	doc3672	1
667	doc667	1
667	doc2680	1
667	doc3673	1
668	doc668	1
668	doc2681	1
668	doc3674	1
669	doc669	1
669	doc2682	1
669	doc3675	1
670	doc670	1
670	doc2683	1
670	doc3676	1
671	doc671	1
671	doc2684	1
671	doc3677	1
672	doc672	1
672	doc2685	1
672	doc3678	1
673	doc673	1
673	doc2686	1
673	doc3679	1
674	doc674	1
674	doc2687	1
674	doc3680	1
675	doc675	1
675	doc2688	1
675	doc3681	1
676	doc676	1
676	doc2689	1
676	doc3682	1
677	doc677	1
677	doc2690	1
677	doc3683	1
678	doc678	1
678	doc2691	1
678	doc3684	1
679	doc679	1
679	doc2692	1
679	doc3685	1
680	doc680	1
680	doc2693	1
680	doc3686	1
681	doc681	1
681	doc2694	1
681	doc3687	1
682	doc682	1
682	doc2695	1
682	doc3688	1
683	doc683	1
683	doc2696	1
683	doc3689	1
684	doc684	1
684	doc2697	1
684	doc3690	1
685	doc685	1
685	doc2698	1
685	doc3691	1
686	doc686	1
686	doc2699	1
686	doc3692	1
687	doc687	1
687	doc2700	1
687	doc3693	1
688	doc688	1
688	doc2701	1
688	doc3694	1
689	doc689	1
689	doc2702	1
689	doc3695	1
690	doc690	1
690	doc2703	1
690	doc3696	1
691	doc691	1
691	doc2704	1
691	doc3697	1
692	doc692	1
692	doc2705	1
692	doc3698	1
693	doc693	1
693	doc2706	1
693	doc3699	1
694	doc694	1
694	doc2707	1
694	doc3700	1
695	doc695	1
695	doc2708	1
695	doc3701	1
696	doc696	1
696	doc2709	1
696	doc3702	1
697	doc697	1
697	doc2710	1
697	doc3703	1
698	doc698	1
698	doc2711	1
698	doc3704	1
699	doc699	1
699	doc2712	1
699	doc3705	1
700	doc700	1
700	doc2713	1
700	doc3706	1
701	doc701	1
701	doc2714	1
701	doc3707	1
702	doc702	1
702	doc2715	1
702	doc3708	1
703	doc703	1
703	doc2716	1
703	doc3709	1
704	doc704	1
704	doc2717	1
704	doc3710	1
705	doc705	1
705	doc2718	1
705	doc3711	1
706	doc706	1
706	doc2719	1
706	doc3712	1
707	doc707	1
707	doc2720	1
707	doc3713	1
708	doc708	1
708	doc2721	1
708	doc3714	1
709	doc709	1
709	doc2722	1
709	doc3715	1
710	doc710	1
710	doc2723	1
710	doc3716	1
711	doc711	1
711	doc2724	1
711	doc3717	1
712	doc712	1
712	doc2725	1
712	doc3718	1
713	doc713	1
713	doc2726	1
713	doc3719	1
714	doc714	1
714	doc2727	1
714	doc3720	1
715	doc715	1
715	doc2728	1
715	doc3721	1
716	doc716	1
716	doc2729	1
716	doc3722	1
717	doc717	1
717	doc2730	1
717	doc3723	1
718	doc718	1
718	doc2731	1
718	doc3724	1
719	doc719	1
719	doc2732	1
719	doc3725	1
720	doc720	1
720	doc2733	1
720	doc3726	1
721	doc721	1
721	doc2734	1
721	doc3727	1
722	doc722	1
722	doc2735	1
722	doc3728	1
723	doc723	1
723	doc2736	1
723	doc3729	1
724	doc724	1
724	doc2737	1
724	doc3730	1
725	doc725	1
725	doc2738	1
725	doc3731	1
726	doc726	1
726	doc2739	1
726	doc3732	1
727	doc727	1
727	doc2740	1
727	doc3733	1
728	doc728	1
728	doc2741	1
728	doc3734	1
729	doc729	1
729	doc2742	1
729	doc3735	1
730	doc730	1
730	doc2743	1
730	doc3736	1
731	doc731	1
731	doc2744	1
731	doc3737	1
732	doc732	1
732	doc2745	1
732	doc3738	1
733	doc733	1
733	doc2746	1
733	doc3739	1
734	doc734	1
734	doc2747	1
734	doc3740	1
735	doc735	1
735	doc2748	1
735	doc3741	1
736	doc736	1
736	doc2749	1
736	doc3742	1
737	doc737	1
737	doc2750	1
737	doc3743	1
738	doc738	1
738	doc2751	1
738	doc3744	1
739	doc739	1
739	doc2752	1
739	doc3745	1
740	doc740	1
740	doc2753	1
740	doc3746	1
741	doc741	1
741	doc2754	1
741	doc3747	1
742	doc742	1
742	doc2755	1
742	doc3748	1
743	doc743	1
743	doc2756	1
743	doc3749	1
744	doc744	1
744	doc2757	1
744	doc3750	1
745	doc745	1
745	doc2758	1
745	doc3751	1
746	doc746	1
746	doc2759	1
746	doc3752	1
747	doc747	1
747	doc2760	1
747	doc3753	1
748	doc748	1
748	doc2761	1
748	doc3754	1
749	doc749	1
749	doc2762	1
749	doc3755	1
750	doc750	1
750	doc2763	1
750	doc3756	1
751	doc751	1
751	doc2764	1
751	doc3757	1
752	doc752	1
752	doc2765	1
752	doc3758	1
753	doc753	1
753	doc2766	1
753	doc3759	1
754	doc754	1
754	doc2767	1
754	doc3760	1
755	doc755	1
755	doc2768	1
755	doc3761	1
756	doc756	1
756	doc2769	1
756	doc3762	1
757	doc757	1
757	doc2770	1
757	doc3763	1
758	doc758	1
758	doc2771	1
758	doc3764	1
759	doc759	1
759	doc2772	1
759	doc3765	1
760	doc760	1
760	doc2773	1
760	doc3766	1
761	doc761	1
761	doc2774	1
761	doc3767	1
762	doc762	1
762	doc2775	1
762	doc3768	1
763	doc763	1
763	doc2776	1
763	doc3769	1
764	doc764	1
764	doc2777	1
764	doc3770	1
765	doc765	1
765	doc2778	1
765	doc3771	1
766	doc766	1
766	doc2779	1
766	doc3772	1
767	doc767	1
767	doc2780	1
767	doc3773	1
768	doc768	1
768	doc2781	1
768	doc3774	1
769	doc769	1
769	doc2782	1
769	doc3775	1
770	doc770	1
770	doc2783	1
770	doc3776	1
771	doc771	1
771	doc2784	1
771	doc3777	1
772	doc772	1
772	doc2785	1
772	doc3778	1
773	doc773	1
773	doc2786	1
773	doc3779	1
774	doc774	1
774	doc2787	1
774	doc3780	1
775	doc775	1
775	doc2788	1
775	doc3781	1
776	doc776	1
776	doc2789	1
776	doc3782	1
777	doc777	1
777	doc2790	1
777	doc3783	1
778	doc778	1
778	doc2791	1
778	doc3784	1
779	doc779	1
779	doc2792	1
779	doc3785	1
780	doc780	1
780	doc2793	1
780	doc3786	1
781	doc781	1
781	doc2794	1
781	doc3787	1
782	doc782	1
782	doc2795	1
782	doc3788	1
783	doc783	1
783	doc2796	1
783	doc3789	1
784	doc784	1
784	doc2797	1
784	doc3790	1
785	doc785	1
785	doc2798	1
785	doc3791	1
786	doc786	1
786	doc2799	1
786	doc3792	1
787	doc787	1
787	doc2800	1
787	doc3793	1
788	doc788	1
788	doc2801	1
788	doc3794	1
789	doc789	1
789	doc2802	1
789	doc3795	1
790	doc790	1
790	doc2803	1
790	doc3796	1
791	doc791	1
791	doc2804	1
791	doc3797	1
792	doc792	1
792	doc2805	1
792	doc3798	1
793	doc793	1
793	doc2806	1
793	doc3799	1
794	doc794	1
794	doc2807	1
794	doc3800	1
795	doc795	1
795	doc2808	1
795	doc3801	1
796	doc796	1
796	doc2809	1
796	doc3802	1
797	doc797	1
797	doc2810	1
797	doc3803	1
798	doc798	1
798	doc2811	1
798	doc3804	1
799	doc799	1
799	doc2812	1
799	doc3805	1
800	doc800	1
800	doc2813	1
800	doc3806	1
801	doc801	1
801	doc2814	1
801	doc3807	1
802	doc802	1
802	doc2815	1
802	doc3808	1
803	doc803	1
803	doc2816	1
803	doc3809	1
804	doc804	1
804	doc2817	1
804	doc3810	1
805	doc805	1
805	doc2818	1
805	doc3811	1
806	doc806	1
806	doc2819	1
806	doc3812	1
807	doc807	1
807	doc2820	1
807	doc3813	1
808	doc808	1
808	doc2821	1
808	doc3814	1
809	doc809	1
809	doc2822	1
809	doc3815	1
810	doc810	1
810	doc2823	1
810	doc3816	1
811	doc811	1
811	doc2824	1
811	doc3817	1
812	doc812	1
812	doc2825	1
812	doc3818	1
813	doc813	1
813	doc2826	1
813	doc3819	1
814	doc814	1
814	doc2827	1
814	doc3820	1
815	doc815	1
815	doc2828	1
815	doc3821	1
816	doc816	1
816	doc2829	1
816	doc3822	1
817	doc817	1
817	doc2830	1
817	doc3823	1
818	doc818	1
818	doc2831	1
818	doc3824	1
819	doc819	1
819	doc2832	1
819	doc3825	1
820	doc820	1
820	doc2833	1
820	doc3826	1
821	doc821	1
821	doc2834	1
821	doc3827	1
822	doc822	1
822	doc2835	1
822	doc3828	1
823	doc823	1
823	doc2836	1
823	doc3829	1
824	doc824	1
824	doc2837	1
824	doc3830	1
825	doc825	1
825	doc2838	1
825	doc3831	1
826	doc826	1
826	doc2839	1
826	doc3832	1
827	doc827	1
827	doc2840	1
827	doc3833	1
828	doc828	1
828	doc2841	1
828	doc3834	1
829	doc829	1
829	doc2842	1
829	doc3835	1
830	doc830	1
830	doc2843	1
830	doc3836	1
831	doc831	1
831	doc2844	1
831	doc3837	1
832	doc832	1
832	doc2845	1
832	doc3838	1
833	doc833	1
833	doc2846	1
833	doc3839	1
834	doc834	1
834	doc2847	1
834	doc3840	1
835	doc835	1
835	doc2848	1
835	doc3841	1
836	doc836	1
836	doc2849	1
836	doc3842	1
837	doc837	1
837	doc2850	1
837	doc3843	1
838	doc838	1
838	doc2851	1
838	doc3844	1
839	doc839	1
839	doc2852	1
839	doc3845	1
840	doc840	1
840	doc2853	1
840	doc3846	1
841	doc841	1
841	doc2854	1
841	doc3847	1
842	doc842	1
842	doc2855	1
842	doc3848	1
843	doc843	1
843	doc2856	1
843	doc3849	1
844	doc844	1
844	doc2857	1
844	doc3850	1
845	doc845	1
845	doc2858	1
845	doc3851	1
846	doc846	1
846	doc2859	1
846	doc3852	1
847	doc847	1
847	doc2860	1
847	doc3853	1
848	doc848	1
848	doc2861	1
848	doc3854	1
849	doc849	1
849	doc2862	1
849	doc3855	1
850	doc850	1
850	doc2863	1
850	doc3856	1
851	doc851	1
851	doc2864	1
851	doc3857	1
852	doc852	1
852	doc2865	1
852	doc3858	1
853	doc853	1
853	doc2866	1
853	doc3859	1
854	doc854	1
854	doc2867	1
854	doc3860	1
855	doc855	1
855	doc2868	1
855	doc3861	1
856	doc856	1
856	doc2869	1
856	doc3862	1
857	doc857	1
857	doc2870	1
857	doc3863	1
858	doc858	1
858	doc2871	1
858	doc3864	1
859	doc859	1
859	doc2872	1
859	doc3865	1
860	doc860	1
860	doc2873	1
860	doc3866	1
861	doc861	1
861	doc2874	1
861	doc3867	1
862	doc862	1
862	doc2875	1
862	doc3868	1
863	doc863	1
863	doc2876	1
863	doc3869	1
864	doc864	1
864	doc2877	1
864	doc3870	1
865	doc865	1
865	doc2878	1
865	doc3871	1
866	doc866	1
866	doc2879	1
866	doc3872	1
867	doc867	1
867	doc2880	1
867	doc3873	1
868	doc868	1
868	doc2881	1
868	doc3874	1
869	doc869	1
869	doc2882	1
869	doc3875	1
870	doc870	1
870	doc2883	1
870	doc3876	1
871	doc871	1
871	doc2884	1
871	doc3877	1
872	doc872	1
872	doc2885	1
872	doc3878	1
873	doc873	1
873	doc2886	1
873	doc3879	1
874	doc874	1
874	doc2887	1
874	doc3880	1
875	doc875	1
875	doc2888	1
875	doc3881	1
876	doc876	1
876	doc2889	1
876	doc3882	1
877	doc877	1
877	doc2890	1
877	doc3883	1
878	doc878	1
878	doc2891	1
878	doc3884	1
879	doc879	1
879	doc2892	1
879	doc3885	1
880	doc880	1
880	doc2893	1
880	doc3886	1
881	doc881	1
881	doc2894	1
881	doc3887	1
882	doc882	1
882	doc2895	1
882	doc3888	1
883	doc883	1
883	doc2896	1
883	doc3889	1
884	doc884	1
884	doc2897	1
884	doc3890	1
885	doc885	1
885	doc2898	1
885	doc3891	1
886	doc886	1
886	doc2899	1
886	doc3892	1
887	doc887	1
887	doc2900	1
887	doc3893	1
888	doc888	1
888	doc2901	1
888	doc3894	1
889	doc889	1
889	doc2902	1
889	doc3895	1
890	doc890	1
890	doc2903	1
890	doc3896	1
891	doc891	1
891	doc2904	1
891	doc3897	1
892	doc892	1
892	doc2905	1
892	doc3898	1
893	doc893	1
893	doc2906	1
893	doc3899	1
894	doc894	1
894	doc2907	1
894	doc3900	1
895	doc895	1
895	doc2908	1
895	doc3901	1
896	doc896	1
896	doc2909	1
896	doc3902	1
897	doc897	1
897	doc2910	1
897	doc3903	1
898	doc898	1
898	doc2911	1
898	doc3904	1
899	doc899	1
899	doc2912	1
899	doc3905	1
900	doc900	1
900	doc2913	1
900	doc3906	1
901	doc901	1
901	doc2914	1
901	doc3907	1
902	doc902	1
902	doc2915	1
902	doc3908	1
903	doc903	1
903	doc2916	1
903	doc3909	1
904	doc904	1
904	doc2917	1
904	doc3910	1
905	doc905	1
905	doc2918	1
905	doc3911	1
906	doc906	1
906	doc2919	1
906	doc3912	1
907	doc907	1
907	doc2920	1
907	doc3913	1
908	doc908	1
908	doc2921	1
908	doc3914	1
909	doc909	1
909	doc2922	1
909	doc3915	1
910	doc910	1
910	doc2923	1
910	doc3916	1
911	doc911	1
911	doc2924	1
911	doc3917	1
912	doc912	1
912	doc2925	1
912	doc3918	1
913	doc913	1
913	doc2926	1
913	doc3919	1
914	doc914	1
914	doc2927	1
914	doc3920	1
915	doc915	1
915	doc2928	1
915	doc3921	1
916	doc916	1
916	doc2929	1
916	doc3922	1
917	doc917	1
917	doc2930	1
917	doc3923	1
918	doc918	1
918	doc2931	1
918	doc3924	1
919	doc919	1
919	doc2932	1
919	doc3925	1
920	doc920	1
920	doc2933	1
920	doc3926	1
921	doc921	1
921	doc2934	1
921	doc3927	1
922	doc922	1
922	doc2935	1
922	doc3928	1
923	doc923	1
923	doc2936	1
923	doc3929	1
924	doc924	1
924	doc2937	1
924	doc3930	1
925	doc925	1
925	doc2938	1
925	doc3931	1
926	doc926	1
926	doc2939	1
926	doc3932	1
927	doc927	1
927	doc2940	1
927	doc3933	1
928	doc928	1
928	doc2941	1
928	doc3934	1
929	doc929	1
929	doc2942	1
929	doc3935	1
930	doc930	1
930	doc2943	1
930	doc3936	1
931	doc931	1
931	doc2944	1
931	doc3937	1
932	doc932	1
932	doc2945	1
932	doc3938	1
933	doc933	1
933	doc2946	1
933	doc3939	1
934	doc934	1
934	doc2947	1
934	doc3940	1
935	doc935	1
935	doc2948	1
935	doc3941	1
936	doc936	1
936	doc2949	1
936	doc3942	1
937	doc937	1
937	doc2950	1
937	doc3943	1
938	doc938	1
938	doc2951	1
938	doc3944	1
939	doc939	1
939	doc2952	1
939	doc3945	1
940	doc940	1
940	doc2953	1
940	doc3946	1
941	doc941	1
941	doc2954	1
941	doc3947	1
942	doc942	1
942	doc2955	1
942	doc3948	1
943	doc943	1
943	doc2956	1
943	doc3949	1
944	doc944	1
944	doc2957	1
944	doc3950	1
945	doc945	1
945	doc2958	1
945	doc3951	1
946	doc946	1
946	doc2959	1
946	doc3952	1
947	doc947	1
947	doc2960	1
947	doc3953	1
948	doc948	1
948	doc2961	1
948	doc3954	1
949	doc949	1
949	doc2962	1
949	doc3955	1
950	doc950	1
950	doc2963	1
950	doc3956	1
951	doc951	1
951	doc2964	1
951	doc3957	1
952	doc952	1
952	doc2965	1
952	doc3958	1
953	doc953	1
953	doc2966	1
953	doc3959	1
954	doc954	1
954	doc2967	1
954	doc3960	1
955	doc955	1
955	doc2968	1
955	doc3961	1
956	doc956	1
956	doc2969	1
956	doc3962	1
957	doc957	1
957	doc2970	1
957	doc3963	1
958	doc958	1
958	doc2971	1
958	doc3964	1
959	doc959	1
959	doc2972	1
959	doc3965	1
960	doc960	1
960	doc2973	1
960	doc3966	1
961	doc961	1
961	doc2974	1
961	doc3967	1
962	doc962	1
962	doc2975	1
962	doc3968	1
963	doc963	1
963	doc2976	1
963	doc3969	1
964	doc964	1
964	doc2977	1
964	doc3970	1
965	doc965	1
965	doc2978	1
965	doc3971	1
966	doc966	1
966	doc2979	1
966	doc3972	1
967	doc967	1
967	doc2980	1
967	doc3973	1
968	doc968	1
968	doc2981	1
968	doc3974	1
969	doc969	1
969	doc2982	1
969	doc3975	1
970	doc970	1
970	doc2983	1
970	doc3976	1
971	doc971	1
971	doc2984	1
971	doc3977	1
972	doc972	1
972	doc2985	1
972	doc3978	1
973	doc973	1
973	doc2986	1
973	doc3979	1
974	doc974	1
974	doc2987	1
974	doc3980	1
975	doc975	1
975	doc2988	1
975	doc3981	1
976	doc976	1
976	doc2989	1
976	doc3982	1
977	doc977	1
977	doc2990	1
977	doc3983	1
978	doc978	1
978	doc2991	1
978	doc3984	1
979	doc979	1
979	doc2992	1
979	doc3985	1
980	doc980	1
980	doc2993	1
980	doc3986	1
981	doc981	1
981	doc2994	1
981	doc3987	1
982	doc982	1
982	doc2995	1
982	doc3988	1
983	doc983	1
983	doc2996	1
983	doc3989	1
984	doc984	1
984	doc2997	1
984	doc3990	1
985	doc985	1
985	doc2998	1
985	doc3991	1
986	doc986	1
986	doc2999	1
986	doc3992	1
987	doc987	1
987	doc3000	1
987	doc3993	1
988	doc988	1
988	doc3001	1
988	doc3994	1
989	doc989	1
989	doc3002	1
989	doc3995	1
990	doc990	1
990	doc3003	1
990	doc3996	1
991	doc991	1
991	doc3004	1
991	doc3997	1
992	doc992	1
992	doc3005	1
992	doc3998	1
993	doc993	1
993	doc3006	1
993	doc3999	1
